"","X","Sample","UWA.con.number","Time.x","Site.x","Location.x","Status.x","Depth.x","Maxn.analyst","Maxn.complete.yyyymmdd","Maxn.checker","Curtin.Observer","Curtin.length.analyst","Observer.x","Successful.count.x","Successful.length.x","Left.cam","Right.cam","Video.notes","Con.hdd.number","Raw.hdd.number","Habitat.image.saved","Vis.in.metres","Habitat.classification","Length.analyst","Length.complete.date.yyyymmdd","Notes","Latitude","Longitude","Date","Time.y","Location.y","Status.y","Site.y","Depth.y","Observer.y","Successful.count.y","Successful.length.y","Comment"
"218","2014-12_Geographe.Bay_stereoBRUVs","608","3","09:01:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","16.7","","","","Lauren","Damo","","","",9,10,"","5",NA,NA,NA,NA,NA,NA,"",-33.4551833,115.4702833,20141216,"09:01:00","Geographe.Bay","Fished",NA,16.7,"Lauren","Yes","Yes",NA
"219","2014-12_Geographe.Bay_stereoBRUVs","602","","12:57:00",NA,"Geographe Bay","","11.2","","","","Lauren","Damo","","","",25,26,"","BH",NA,NA,NA,NA,NA,NA,"",-33.6202,115.25615,20141215,"12:57:00","Geographe.Bay","Fished",NA,11.2,"Lauren","Yes","Yes",NA
"220","2014-12_Geographe.Bay_stereoBRUVs","624","1","07:03:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","17.5","Hayley ","6.8.20","","Lizzy","Lauren","Hayley ","","",11,12,"","2",NA,NA,NA,NA,NA,NA,"",-33.4209667,115.4918833,20141216,"07:03:00","Geographe.Bay","Fished",NA,17.5,"Lizzy","Yes","Yes",NA
"221","2014-12_Geographe.Bay_stereoBRUVs","611","3","15:45:00",NA,"Geographe Bay","","8.2","","","","Laura","Damo","","","",23,24,"","5",NA,NA,NA,NA,NA,NA,"",-33.5421333,115.4590333,20141216,"15:45:00","Geographe.Bay","Fished",NA,8.2,"Laura","Yes","Yes",NA
"222","2014-12_Geographe.Bay_stereoBRUVs","615","2","09:56:00",NA,"Geographe Bay","","11.8","","","","Lauren","Lauren","","","",17,18,"","4",NA,NA,NA,NA,NA,NA,"",-33.5980667,115.3327667,20141217,"09:56:00","Geographe.Bay","Fished",NA,11.8,"Lauren","Yes","Yes",NA
"223","2014-12_Geographe.Bay_stereoBRUVs","618","","05:40:00",NA,"Geographe Bay","Multiple Use Zone","14.5","","","","Lizzy","N/A","","","No",25,26,"R CAM fail","5",NA,NA,NA,NA,NA,NA,"",-33.5678833,115.3528167,20141217,"05:40:00","Geographe.Bay","Fished",NA,14.5,"Lizzy","Yes","Yes",NA
"224","2014-12_Geographe.Bay_stereoBRUVs","623","2","10:24:00",NA,"Geographe Bay","","7.8","","","","Lizzy","Lauren","","","",21,22,"","4",NA,NA,NA,NA,NA,NA,"",-33.6129333,115.1556167,20141215,"10:24:00","Geographe.Bay","Fished",NA,7.8,"Lizzy","Yes","Yes",NA
"225","2014-12_Geographe.Bay_stereoBRUVs","631","","13:33:00",NA,"Geographe Bay","Multiple Use Zone","21","","","","Lauren","Lizzy","","","",19,20,"","BH",NA,NA,NA,NA,NA,NA,"",-33.5778833,115.2541167,20141215,"13:33:00","Geographe.Bay","Fished",NA,21,"Lauren","Yes","Yes",NA
"226","2014-12_Geographe.Bay_stereoBRUVs","633","3","09:18:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","16.2","","","","Lauren","Damo","","","",15,16,"","5",NA,NA,NA,NA,NA,NA,"",-33.4711667,115.4535,20141216,"09:18:00","Geographe.Bay","Fished",NA,16.2,"Lauren","Yes","Yes",NA
"227","2014-12_Geographe.Bay_stereoBRUVs","634","3","15:30:00",NA,"Geographe Bay","Multiple Use Zone","13","","","","Laura","Damo","","","",15,16,"","5",NA,NA,NA,NA,NA,NA,"",-33.5336667,115.4141167,20141216,"15:30:00","Geographe.Bay","Fished",NA,13,"Laura","Yes","Yes",NA
"228","2014-12_Geographe.Bay_stereoBRUVs","635","","08:52:00",NA,"Geographe Bay","Multiple Use Zone","21.2","","","","Lauren","Damo","","","",19,20,"","BH",NA,NA,NA,NA,NA,NA,"",-33.5809667,115.1995667,20141215,"08:52:00","Geographe.Bay","Fished",NA,21.2,"Lauren","Yes","Yes",NA
"229","2014-12_Geographe.Bay_stereoBRUVs","647","2","08:17:00",NA,"Geographe Bay","Multiple Use Zone","15.3","Logan","30.07.20","","Lauren","Laura","Logan","","",5,6,"","3",NA,NA,NA,NA,NA,NA,"",-33.4926,115.42465,20141213,"08:17:00","Geographe.Bay","Fished",NA,15.3,"Lauren","Yes","Yes",NA
"230","2014-12_Geographe.Bay_stereoBRUVs","640","2","11:10:00",NA,"Geographe Bay","","11.5","","","","Lizard","Lauren","","","",13,14,"","4",NA,NA,NA,NA,NA,NA,"",-33.5162,115.4646167,20141216,"11:10:00","Geographe.Bay","Fished",NA,11.5,"Lizard","Yes","Yes",NA
"231","2014-12_Geographe.Bay_stereoBRUVs","655","","13:20:00",NA,"Geographe Bay","Multiple Use Zone","20.5","","","","Lauren","Lizzy","","","",17,18,"","BH",NA,NA,NA,NA,NA,NA,"",-33.5812,115.2456833,20141215,"13:20:00","Geographe.Bay","Fished",NA,20.5,"Lauren","Yes","Yes",NA
"232","2014-12_Geographe.Bay_stereoBRUVs","650","","13:14:00",NA,"Geographe Bay","Multiple Use Zone","21.1","","","","Lizzy","N/A","","","No",13,14,"","4",NA,NA,NA,NA,NA,NA,"RIGHT FAIL",-33.5131167,115.3715667,20141216,"13:14:00","Geographe.Bay","Fished",NA,21.1,"Lizzy","Yes","Yes",NA
"233","2014-12_Geographe.Bay_stereoBRUVs","651","","09:41:00",NA,"Geographe Bay","","13","","","","N/A","N/A","","N","N",25,26,"","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2014-12_Geographe.Bay_stereoBRUVs","666","3","06:25:00",NA,"Geographe Bay","National Park Zone","15.6","","","","Lizzy","Damo","","","",21,22,"","5",NA,NA,NA,NA,NA,NA,"",-33.5511167,115.35715,20141217,"06:25:00","Geographe.Bay","Fished",NA,15.6,"Lizzy","Yes","Yes",NA
"235","2014-12_Geographe.Bay_stereoBRUVs","656","2 (left only)","09:28:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","9","","","","Lauren","N/A","","","No",15,16,"","3",NA,NA,NA,NA,NA,NA,"R FAIL ON ENTRY TO HOUSING",-33.3713167,115.5503833,20141214,"09:28:00","Geographe.Bay","Fished",NA,9,"Lauren","Yes","Yes",NA
"236","2014-12_Geographe.Bay_stereoBRUVs","679","","13:48:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","12","","","","Lauren","Damo","","","",19,20,"","BH",NA,NA,NA,NA,NA,NA,"R=ONLY 18MIN",-33.4721333,115.4152667,20141214,"13:48:00","Geographe.Bay","Fished",NA,12,"Lauren","Yes","Yes",NA
"237","2014-12_Geographe.Bay_stereoBRUVs","672","2 (right only)","11:45:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","8.4","","","","Lauren","N/A","","","No",25,26,"","3",NA,NA,NA,NA,NA,NA,"L CUTS OUT @ 7MIN",-33.4004333,115.53565,20141214,"11:45:00","Geographe.Bay","Fished",NA,8.4,"Lauren","Yes","Yes",NA
"238","2014-12_Geographe.Bay_stereoBRUVs","682","3","07:57:00",NA,"Geographe Bay","Multiple Use Zone","15.2","","","","Damon","Lizzy","","","",19,20,"","5",NA,NA,NA,NA,NA,NA,"",-33.5696167,115.3354167,20141217,"07:57:00","Geographe.Bay","Fished",NA,15.2,"Damon","Yes","Yes",NA
"239","2014-12_Geographe.Bay_stereoBRUVs","684","","09:00:00",NA,"Geographe Bay","Multiple Use Zone","20.6","","","","Lizzy","Damo","","","",21,22,"","BH",NA,NA,NA,NA,NA,NA,"",-33.5845333,115.1735,20141215,"09:00:00","Geographe.Bay","Fished",NA,20.6,"Lizzy","Yes","Yes",NA
"240","2014-12_Geographe.Bay_stereoBRUVs","694","2","13:32:00",NA,"Geographe Bay","Multiple Use Zone","21.3","Logan","7.8.20","","Lizzy","Lauren","Logan","","",15,16,"","4",NA,NA,NA,NA,NA,NA,"",-33.5280667,115.34985,20141216,"13:32:00","Geographe.Bay","Fished",NA,21.3,"Lizzy","Yes","Yes",NA
"241","2014-12_Geographe.Bay_stereoBRUVs","688","2","09:52:00",NA,"Geographe Bay","","12.8","","","","Laura","Lauren","","","",23,24,"","4",NA,NA,NA,NA,NA,NA,"",-33.6026333,115.3181333,20141217,"09:52:00","Geographe.Bay","Fished",NA,12.8,"Laura","Yes","Yes",NA
"242","2014-12_Geographe.Bay_stereoBRUVs","698","1","13:25:00",NA,"Geographe Bay","Multiple Use Zone","14","Hayley ","6.8.20","","Lizzy","Lauren","Hayley ","","",9,10,"","2L 4R",NA,NA,NA,NA,NA,NA,"",-33.5246167,115.4035333,20141212,"13:25:00","Geographe.Bay","Fished",NA,14,"Lizzy","Yes","Yes",NA
"243","2014-12_Geographe.Bay_stereoBRUVs","695","","08:15:00",NA,"Geographe Bay","","18.4","","","","N/A","N/A","","","N",17,18,"","",NA,NA,NA,NA,NA,NA,"FACING UP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","2014-12_Geographe.Bay_stereoBRUVs","719","2","05:59:00",NA,"Geographe Bay","Habitat Protection Zone","26.3","Logan","10.8.20","","Laura","Lauren","Logan","","",13,14,"","4",NA,NA,NA,NA,NA,NA,"",-33.6009667,115.23245,20141212,"05:59:00","Geographe.Bay","Fished",NA,26.3,"Laura","Yes","Yes",NA
"245","2014-12_Geographe.Bay_stereoBRUVs","704","1","06:15:00",NA,"Geographe Bay","","7.45","","","","Lizzy","Lauren","","","",5,6,"","2",NA,NA,NA,NA,NA,NA,"",-33.48475,115.5324,20141216,"06:15:00","Geographe.Bay","Fished",NA,7.45,"Lizzy","Yes","Yes",NA
"246","2014-12_Geographe.Bay_stereoBRUVs","711","2","09:24:00",NA,"Geographe Bay","","8.4","","","","Laura","Damo","","","",21,22,"","3",NA,NA,NA,NA,NA,NA,"",-33.36945,115.5666,20141214,"09:24:00","Geographe.Bay","Fished",NA,8.4,"Laura","Yes","Yes",NA
"247","2014-12_Geographe.Bay_stereoBRUVs","714","","08:26:00",NA,"Geographe Bay","","21.1","","","","Lauren","Lizzy","","","",11,12,"","BH",NA,NA,NA,NA,NA,NA,"",-33.5792667,115.1468167,20141215,"08:26:00","Geographe.Bay","Fished",NA,21.1,"Lauren","Yes","Yes",NA
"248","2014-12_Geographe.Bay_stereoBRUVs","746","3","05:45:00",NA,"Geographe Bay","Multiple Use Zone","13.2","","","","Damon","Lizzy","","","",11,12,"","5",NA,NA,NA,NA,NA,NA,"",-33.5794333,115.3570667,20141217,"05:45:00","Geographe.Bay","Fished",NA,13.2,"Damon","Yes","Yes",NA
"249","2014-12_Geographe.Bay_stereoBRUVs","720","2","09:11:00",NA,"Geographe Bay","","8.2","","","","Laura","Laura","","","",19,20,"","3",NA,NA,NA,NA,NA,NA,"UPSIDE DOWN STILL GOOD",-33.3599,115.58345,20141214,"09:11:00","Geographe.Bay","Fished",NA,8.2,"Laura","Yes","Yes",NA
"250","2014-12_Geographe.Bay_stereoBRUVs","735","3","06:27:00",NA,"Geographe Bay","","26.7","","","","Lauren","Damo","","","",21,22,"","5",NA,NA,NA,NA,NA,NA,"",-33.5620333,115.1433167,20141215,"06:27:00","Geographe.Bay","Fished",NA,26.7,"Lauren","Yes","Yes",NA
"251","2014-12_Geographe.Bay_stereoBRUVs","736","","10:59:00",NA,"Geographe Bay","","8.2","","","","Lauren","Lizzy","","","",5,6,"","BH",NA,NA,NA,NA,NA,NA,"",-33.3850833,115.5606333,20141214,"10:59:00","Geographe.Bay","Fished",NA,8.2,"Lauren","Yes","Yes",NA
"252","2014-12_Geographe.Bay_stereoBRUVs","748","2","08:46:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","11.1","Logan","30.07.20","","Lizzy","Laura","Logan","","",23,24,"","3",NA,NA,NA,NA,NA,NA,"",-33.3695667,115.5138333,20141214,"08:46:00","Geographe.Bay","Fished",NA,11.1,"Lizzy","Yes","Yes",NA
"253","2014-12_Geographe.Bay_stereoBRUVs","755","","13:27:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","11.3","","","","Lauren","Lizzy","","","",17,18,"","BH",NA,NA,NA,NA,NA,NA,"",-33.43385,115.4571167,20141214,"13:27:00","Geographe.Bay","Fished",NA,11.3,"Lauren","Yes","Yes",NA
"254","2014-12_Geographe.Bay_stereoBRUVs","752","2","09:15:00",NA,"Geographe Bay","","6.2","","","","Damon","Laura","","","",5,6,"","3",NA,NA,NA,NA,NA,NA,"",-33.3765667,115.5914167,20141214,"09:15:00","Geographe.Bay","Fished",NA,6.2,"Damon","Yes","Yes",NA
"255","2014-12_Geographe.Bay_stereoBRUVs","759","3","07:52:00",NA,"Geographe Bay","Multiple Use Zone","17.3","","","","Lauren","Damo","","","",21,22,"","5",NA,NA,NA,NA,NA,NA,"",-33.5759,115.3173333,20141217,"07:52:00","Geographe.Bay","Fished",NA,17.3,"Lauren","Yes","Yes",NA
"256","2014-12_Geographe.Bay_stereoBRUVs","764","2","08:43:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","11.6","Logan","28.07.20","","Lauren","Laura","Logan","","",11,12,"","3",NA,NA,NA,NA,NA,NA,"",-33.3744333,115.49605,20141214,"08:43:00","Geographe.Bay","Fished",NA,11.6,"Lauren","Yes","Yes",NA
"257","2014-12_Geographe.Bay_stereoBRUVs","762","","13:44:00",NA,"Geographe Bay","Multiple Use Zone","13","","","","laura","N/A","","","No",13,14,"","4L",NA,NA,NA,NA,NA,NA,"UPSIDE DOWN, RIGHT CAM FAIL",-33.5198667,115.4149,20141212,"13:44:00","Geographe.Bay","Fished",NA,13,"laura","Yes","Yes",NA
"258","2014-12_Geographe.Bay_stereoBRUVs","763","","06:22:00",NA,"Geographe Bay","","26.6","","","","N/A","N/A","","N","N",17,18,"","",NA,NA,NA,NA,NA,NA,"FACING UP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","2014-12_Geographe.Bay_stereoBRUVs","782","2","06:06:00",NA,"Geographe Bay","Multiple Use Zone","13.7","Logan","28.07.20","","Laura","Lauren","Logan","","",19,20,"","4",NA,NA,NA,NA,NA,NA,"",-33.5142,115.4368333,20141213,"06:06:00","Geographe.Bay","Fished",NA,13.7,"Laura","Yes","Yes",NA
"260","2014-12_Geographe.Bay_stereoBRUVs","779","","08:11:00",NA,"Geographe Bay","Habitat Protection Zone","19","","","","Lizzy","N/A","","","No",13,14,"","5",NA,NA,NA,NA,NA,NA,"RIGHT CAM FAIL, CAM 14 SWAPPED OUT",-33.5817167,115.2263667,20141217,"08:11:00","Geographe.Bay","Fished",NA,19,"Lizzy","Yes","Yes",NA
"261","2014-12_Geographe.Bay_stereoBRUVs","783","1","08:12:00",NA,"Geographe Bay","Habitat Protection Zone","21.5","Hayley","8.8.20","","Lauren","Ronen","Hayley","","",17,18,"","2",NA,NA,NA,NA,NA,NA,"",-33.5817167,115.2263667,20141212,"08:12:00","Geographe.Bay","Fished",NA,21.5,"Lauren","Yes","Yes",NA
"262","2014-12_Geographe.Bay_stereoBRUVs","791","2","08:03:00",NA,"Geographe Bay","Multiple Use Zone","15","Logan","11.08.20","","Lizzy","Laura","Logan","","",17,18,"","3R, 4L",NA,NA,NA,NA,NA,NA,"",-33.4851333,115.4435167,20141213,"08:03:00","Geographe.Bay","Fished",NA,15,"Lizzy","Yes","Yes",NA
"263","2014-12_Geographe.Bay_stereoBRUVs","784","3","11:07:00",NA,"Geographe Bay","","13.4","","","","Laura","Lizzy","","","",25,26,"","5",NA,NA,NA,NA,NA,NA,"",-33.6014333,115.1773667,20141215,"11:07:00","Geographe.Bay","Fished",NA,13.4,"Laura","Yes","Yes",NA
"264","2014-12_Geographe.Bay_stereoBRUVs","800","3","08:48:00",NA,"Geographe Bay","Multiple Use Zone","22.9","","","","Laura","Damo","","","",9,10,"","5",NA,NA,NA,NA,NA,NA,"",-33.5731667,115.1934833,20141215,"08:48:00","Geographe.Bay","Fished",NA,22.9,"Laura","Yes","Yes",NA
"265","2014-12_Geographe.Bay_stereoBRUVs","794","3","10:38:00",NA,"Geographe Bay","","7.4","","","","Lizzy","Damo","","","",19,20,"","5",NA,NA,NA,NA,NA,NA,"",-33.6248167,115.2039333,20141215,"10:38:00","Geographe.Bay","Fished",NA,7.4,"Lizzy","Yes","Yes",NA
"266","2014-12_Geographe.Bay_stereoBRUVs","810","2","13:44:00",NA,"Geographe Bay","National Park Zone","14.3","Logan","29.07.20 - Finishes at 55 minutes","","Lizzy","Lauren","Logan","","",5,6,"","4",NA,NA,NA,NA,NA,NA,"",-33.5513333,115.3766,20141216,"13:44:00","Geographe.Bay","Fished",NA,14.3,"Lizzy","Yes","Yes",NA
"267","2014-12_Geographe.Bay_stereoBRUVs","807","2","10:50:00",NA,"Geographe Bay","","14","","","","Lizzy","Laura","","","",15,16,"","3R 4L",NA,NA,NA,NA,NA,NA,"",-33.494,115.4907,20141216,"10:50:00","Geographe.Bay","Fished",NA,14,"Lizzy","Yes","Yes",NA
"268","2014-12_Geographe.Bay_stereoBRUVs","823","3 (Left only)","08:19:00",NA,"Geographe Bay","Multiple Use Zone","16.2","","","","Lizzy","Laura","","","",23,24,"","5",NA,NA,NA,NA,NA,NA,"",-33.5857333,115.2872167,20141217,"08:19:00","Geographe.Bay","Fished",NA,16.2,"Lizzy","Yes","Yes",NA
"269","2014-12_Geographe.Bay_stereoBRUVs","816","3","11:09:00",NA,"Geographe Bay","","7.9","","","","Lizzy","Damo","","","",9,10,"","5",NA,NA,NA,NA,NA,NA,"",-33.3996,115.56325,20141214,"11:09:00","Geographe.Bay","Fished",NA,7.9,"Lizzy","Yes","Yes",NA
"270","2014-12_Geographe.Bay_stereoBRUVs","826","2","05:45:00",NA,"Geographe Bay","National Park Zone","12.8","Logan","7.8.20","","Lizzy","Lauren","Logan","","",15,16,"","4",NA,NA,NA,NA,NA,NA,"Rightcam fogs at ~20 mins and clears up again at ~50 mins",-33.5426833,115.4005833,20141213,"05:45:00","Geographe.Bay","Fished",NA,12.8,"Lizzy","Yes","Yes",NA
"271","2014-12_Geographe.Bay_stereoBRUVs","839","3","13:00:00",NA,"Geographe Bay","Multiple Use Zone","20","","","","Laura","Damo","","","",23,24,"","5",NA,NA,NA,NA,NA,NA,"",-33.4873,115.4085,20141216,"13:00:00","Geographe.Bay","Fished",NA,20,"Laura","Yes","Yes",NA
"272","2014-12_Geographe.Bay_stereoBRUVs","828","2","11:38:00",NA,"Geographe Bay","","7.6","","","","Lauren","Laura","","","",11,12,"","3",NA,NA,NA,NA,NA,NA,"",-33.4174667,115.5295667,20141214,"11:38:00","Geographe.Bay","Fished",NA,7.6,"Lauren","Yes","Yes",NA
"273","2014-12_Geographe.Bay_stereoBRUVs","832","1","06:43:00",NA,"Geographe Bay","","12.6","","","","Lizzy","Lauren","","","",9,10,"","2",NA,NA,NA,NA,NA,NA,"",-33.4556167,115.5196833,20141216,"06:43:00","Geographe.Bay","Fished",NA,12.6,"Lizzy","Yes","Yes",NA
"274","2014-12_Geographe.Bay_stereoBRUVs","843","","13:43:00",NA,"Geographe Bay","Multiple Use Zone","14.6","","","","Damon","Lizzy","","","",21,22,"","BH",NA,NA,NA,NA,NA,NA,"",-33.5999833,115.2586,20141215,"13:43:00","Geographe.Bay","Fished",NA,14.6,"Damon","Yes","Yes",NA
"275","2014-12_Geographe.Bay_stereoBRUVs","842","3","06:40:00",NA,"Geographe Bay","","22.3","","","","Lizzy","Damo","","","",9,10,"","5",NA,NA,NA,NA,NA,NA,"",-33.5681167,115.11485,20141215,"06:40:00","Geographe.Bay","Fished",NA,22.3,"Lizzy","Yes","Yes",NA
"276","2014-12_Geographe.Bay_stereoBRUVs","848","2","08:53:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","10.4","Logan","29.07.20","","Lauren","Lauren","Logan","","",17,18,"","4",NA,NA,NA,NA,NA,NA,"",-33.35185,115.5323,20141214,"08:53:00","Geographe.Bay","Fished",NA,10.4,"Lauren","Yes","Yes",NA
"277","2014-12_Geographe.Bay_stereoBRUVs","855","2","08:09:00",NA,"Geographe Bay","Multiple Use Zone","15.2","Logan","4.08.20","","Lauren","Laura","Logan","","",9,10,"","3",NA,NA,NA,NA,NA,NA,"",-33.4901,115.4357667,20141213,"08:09:00","Geographe.Bay","Fished",NA,15.2,"Lauren","Yes","Yes",NA
"278","2014-12_Geographe.Bay_stereoBRUVs","858","3","06:29:00",NA,"Geographe Bay","Multiple Use Zone","16.6","","","","Damon","Damo","","","",5,6,"","5",NA,NA,NA,NA,NA,NA,"",-33.5573167,115.3461833,20141217,"06:29:00","Geographe.Bay","Fished",NA,16.6,"Damon","Yes","Yes",NA
"279","2014-12_Geographe.Bay_stereoBRUVs","1038","3","15:33:00",NA,"Geographe Bay","Multiple Use Zone","13.9","","","","Laura","Damo","","","",9,10,"","5",NA,NA,NA,NA,NA,NA,"",-33.5333333,115.4200167,20141216,"15:33:00","Geographe.Bay","Fished",NA,13.9,"Laura","Yes","Yes",NA
"280","2014-12_Geographe.Bay_stereoBRUVs","864","3","05:50:00",NA,"Geographe Bay","","12.4","","","","Laura","Damo","","","",23,24,"","5",NA,NA,NA,NA,NA,NA,"",-33.58325,115.3720667,20141217,"05:50:00","Geographe.Bay","Fished",NA,12.4,"Laura","Yes","Yes",NA
"281","2014-12_Geographe.Bay_stereoBRUVs","874","","08:22:00",NA,"Geographe Bay","","16.5","","","","N/A","N/A","","N","N",25,26,"","",NA,NA,NA,NA,NA,NA,"facing up",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","2014-12_Geographe.Bay_stereoBRUVs","879","3","10:31:00",NA,"Geographe Bay","","8.1","","","","Laura","Done","","","",15,16,"","5",NA,NA,NA,NA,NA,NA,"",-33.6168833,115.1828667,20141215,"10:31:00","Geographe.Bay","Fished",NA,8.1,"Laura","Yes","Yes",NA
"283","2014-12_Geographe.Bay_stereoBRUVs","880","3","15:41:00",NA,"Geographe Bay","","10.9","","","","Laura","Done","","","",17,18,"","5",NA,NA,NA,NA,NA,NA,"",-33.53655,115.4444,20141216,"15:41:00","Geographe.Bay","Fished",NA,10.9,"Laura","Yes","Yes",NA
"284","2014-12_Geographe.Bay_stereoBRUVs","10000","","06:27:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","16.4","","","","Lauren","Lizzy","","","",5,6,"","BH",NA,NA,NA,NA,NA,NA,"",-33.4135833,115.3645833,20141214,"06:27:00","Geographe.Bay","Fished",NA,16.4,"Lauren","Yes","Yes",NA
"285","2014-12_Geographe.Bay_stereoBRUVs","1108","3","15:20:00",NA,"Geographe Bay","","11.9","","","","Laura","Done","","","",21,22,"","5",NA,NA,NA,NA,NA,NA,"",-33.5580167,115.41435,20141216,"15:20:00","Geographe.Bay","Fished",NA,11.9,"Laura","Yes","Yes",NA
"286","2014-12_Geographe.Bay_stereoBRUVs","10001","2","06:17:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","15.9","Logan","8.8.20","","Lauren","Damo","Logan","","",13,14,"","4",NA,NA,NA,NA,NA,NA,"",-33.4217167,115.3722167,20141214,"06:17:00","Geographe.Bay","Fished",NA,15.9,"Lauren","Yes","Yes",NA
"287","2014-12_Geographe.Bay_stereoBRUVs","10002","","06:13:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","15.4","","","","Lauren","Damo","","","",15,16,"","BH",NA,NA,NA,NA,NA,NA,"",-33.4234167,115.3889333,20141214,"06:13:00","Geographe.Bay","Fished",NA,15.4,"Lauren","Yes","Yes",NA
"288","2014-12_Geographe.Bay_stereoBRUVs","10004","","07:03:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","15.3","","","","Lauren","Lizzy","","","",25,26,"","BH",NA,NA,NA,NA,NA,NA,"",-33.4039167,115.3976,20141214,"07:03:00","Geographe.Bay","Fished",NA,15.3,"Lauren","Yes","Yes",NA
"289","2014-12_Geographe.Bay_stereoBRUVs","10003","","06:23:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","16.5","","","","Lauren","N/A","","","No",21,22,"","5",NA,NA,NA,NA,NA,NA,"right fail",-33.4213,115.35935,20141214,"06:23:00","Geographe.Bay","Fished",NA,16.5,"Lauren","Yes","Yes",NA
"290","2014-12_Geographe.Bay_stereoBRUVs","10005","3","14:03:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","13.7","","","","Laura","Laura","","","",21,22,"","5",NA,NA,NA,NA,NA,NA,"",-33.4777667,115.3694,20141213,"10:21:00","Geographe.Bay","Fished",NA,24.6,"Laura","Yes","Yes",NA
"291","2014-12_Geographe.Bay_stereoBRUVs","10005","","10:21:00",NA,"Geographe Bay","  ","24.6","","","","Laura","Done","","","",21,22,"","5",NA,NA,NA,NA,NA,NA,"",-33.4777667,115.3694,20141213,"10:21:00","Geographe.Bay","Fished",NA,24.6,"Laura","Yes","Yes",NA
"292","2014-12_Geographe.Bay_stereoBRUVs"," ","","06:59:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","15.4","","","","Lauren","Lizzy","","","",11,12,"","BH",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","2014-12_Geographe.Bay_stereoBRUVs","108(2)","","13:09:00",NA,"Geographe Bay","","35","","","","Laura","Lauren","","","",9,10,"Y","1",NA,NA,NA,NA,NA,NA,"H20 IN FACE PLATE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","2014-12_Geographe.Bay_stereoBRUVs","11R1","","09:09:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","30.4","","","","Lizzy","Lauren","","","",5,6,"Y","1",NA,NA,NA,NA,NA,NA,"",-33.35885,115.3694,20141211,"09:09:00","Geographe.Bay","Fished",NA,30.4,"Lizzy","Yes","Yes",NA
"295","2014-12_Geographe.Bay_stereoBRUVs","11R2","1","12:26:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","18.6","","","","Lizzy","Lauren","","","",11,12,"Y","2",NA,NA,NA,NA,NA,NA,"",-33.3967333,115.5076167,20141211,"12:26:00","Geographe.Bay","Fished",NA,18.6,"Lizzy","Yes","Yes",NA
"296","2014-12_Geographe.Bay_stereoBRUVs","11R3","1","12:40:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","14.7","","","","Lauren","Laura","","","",9,10,"Y","1",NA,NA,NA,NA,NA,NA,"",-33.41215,115.5204667,20141211,"12:40:00","Geographe.Bay","Fished",NA,14.7,"Lauren","Yes","Yes",NA
"297","2014-12_Geographe.Bay_stereoBRUVs","11R4","1","12:48:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","14.5","","","","Lauren","Lizzy","","","",19,20,"Y","1",NA,NA,NA,NA,NA,NA,"UPSIDE DOWN",-33.4197,115.51755,20141211,"12:48:00","Geographe.Bay","Fished",NA,14.5,"Lauren","Yes","Yes",NA
"298","2014-12_Geographe.Bay_stereoBRUVs","12RC1","2","06:09:00",NA,"Geographe Bay","Habitat Protection Zone","26.5","Logan","8.8.20","","Laura","Lauren","Logan","","",5,6,"","4",NA,NA,NA,NA,NA,NA,"",-33.5932167,115.2132833,20141212,"06:09:00","Geographe.Bay","Fished",NA,26.5,"Laura","Yes","Yes",NA
