"sample","filename","period","periodtime","family","genus","species","maxn","campaignid","latitude","longitude","date","time","location","site","depth","observer","successful.count","successful.length","comment"
"20","20_L5.avi","1","53.96396","Scorpididae","Neatypus","obliquus",45,"2014-12_Geographe.Bay_stereoBRUVs","-33.4338667","115.2221167","20141210","11:09:00","Geographe.Bay",NA,"36","Laura","Yes","Yes",NA
"20","20_L5.avi","1","55.24302","Sparidae","Chrysophrys","auratus",4,"2014-12_Geographe.Bay_stereoBRUVs","-33.4338667","115.2221167","20141210","11:09:00","Geographe.Bay",NA,"36","Laura","Yes","Yes",NA
"207","207_L11.avi","1","4.98443","Carangidae","Pseudocaranx","spp",3,"2014-12_Geographe.Bay_stereoBRUVs","-33.5738333","115.23165","20141212","08:06:00","Geographe.Bay",NA,"23.3","Lizzy","Yes","Yes",NA
"207","207_L11.avi","1","21.54321","Gerreidae","Parequula","melbournensis",11,"2014-12_Geographe.Bay_stereoBRUVs","-33.5738333","115.23165","20141212","08:06:00","Geographe.Bay",NA,"23.3","Lizzy","Yes","Yes",NA
"207","207_L11.avi","1","31.11778","Myliobatidae","Myliobatis","tenuicaudatus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5738333","115.23165","20141212","08:06:00","Geographe.Bay",NA,"23.3","Lizzy","Yes","Yes",NA
"207","207_L11.avi","1","28.69981","Ostraciidae","Anoplocapros","amygdaloides",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.5738333","115.23165","20141212","08:06:00","Geographe.Bay",NA,"23.3","Lizzy","Yes","Yes",NA
"207","207_L11.avi","1","25.56779","Ostraciidae","Aracana","aurita",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5738333","115.23165","20141212","08:06:00","Geographe.Bay",NA,"23.3","Lizzy","Yes","Yes",NA
"207","207_L11.avi","1","0.91647","Platycephalidae","Platycephalus","spp",3,"2014-12_Geographe.Bay_stereoBRUVs","-33.5738333","115.23165","20141212","08:06:00","Geographe.Bay",NA,"23.3","Lizzy","Yes","Yes",NA
"207","207_L11.avi","1","40.16405","Trygonorrhinidae","Trygonorrhina","dumerilii",3,"2014-12_Geographe.Bay_stereoBRUVs","-33.5738333","115.23165","20141212","08:06:00","Geographe.Bay",NA,"23.3","Lizzy","Yes","Yes",NA
"224","224_L23.avi","1","9.01179","Carangidae","Pseudocaranx","spp",4,"2014-12_Geographe.Bay_stereoBRUVs","-33.4189","115.5035833","20141216","06:59:00","Geographe.Bay",NA,"16.5","Lauren","Yes","Yes",NA
"224","224_L23.avi","1","47.04204","Cheilodactylidae","Dactylophora","nigricans",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4189","115.5035833","20141216","06:59:00","Geographe.Bay",NA,"16.5","Lauren","Yes","Yes",NA
"224","224_L23.avi","1","1.00712","Gerreidae","Parequula","melbournensis",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4189","115.5035833","20141216","06:59:00","Geographe.Bay",NA,"16.5","Lauren","Yes","Yes",NA
"224","224_L23.avi","1","48.15871","Labridae","Austrolabrus","maculatus",3,"2014-12_Geographe.Bay_stereoBRUVs","-33.4189","115.5035833","20141216","06:59:00","Geographe.Bay",NA,"16.5","Lauren","Yes","Yes",NA
"224","224_L23.avi","1","20.48660","Labridae","Notolabrus","parilus",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.4189","115.5035833","20141216","06:59:00","Geographe.Bay",NA,"16.5","Lauren","Yes","Yes",NA
"224","224_L23.avi","1","23.32666","Labridae","Ophthalmolepis","lineolatus",3,"2014-12_Geographe.Bay_stereoBRUVs","-33.4189","115.5035833","20141216","06:59:00","Geographe.Bay",NA,"16.5","Lauren","Yes","Yes",NA
"224","224_L23.avi","1","47.86676","Labridae","Pseudolabrus","biserialis",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4189","115.5035833","20141216","06:59:00","Geographe.Bay",NA,"16.5","Lauren","Yes","Yes",NA
"224","224_L23.avi","1","56.63330","Monacanthidae","Acanthaluteres","vittiger",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4189","115.5035833","20141216","06:59:00","Geographe.Bay",NA,"16.5","Lauren","Yes","Yes",NA
"224","224_L23.avi","1","47.82505","Monacanthidae","Meuschenia","galii",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4189","115.5035833","20141216","06:59:00","Geographe.Bay",NA,"16.5","Lauren","Yes","Yes",NA
"224","224_L23.avi","1","25.27083","Monacanthidae","Scobinichthys","granulatus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4189","115.5035833","20141216","06:59:00","Geographe.Bay",NA,"16.5","Lauren","Yes","Yes",NA
"224","224_L23.avi","1","7.58425","Muraenidae","Gymnothorax","woodwardi",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4189","115.5035833","20141216","06:59:00","Geographe.Bay",NA,"16.5","Lauren","Yes","Yes",NA
"224","224_L23.avi","1","34.09187","Myliobatidae","Myliobatis","tenuicaudatus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4189","115.5035833","20141216","06:59:00","Geographe.Bay",NA,"16.5","Lauren","Yes","Yes",NA
"224","224_L23.avi","1","35.84418","Odacidae","Heteroscarus","acroptilus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4189","115.5035833","20141216","06:59:00","Geographe.Bay",NA,"16.5","Lauren","Yes","Yes",NA
"224","224_L23.avi","1","45.97153","Pomacentridae","Chromis","klunzingeri",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4189","115.5035833","20141216","06:59:00","Geographe.Bay",NA,"16.5","Lauren","Yes","Yes",NA
"224","224_L23.avi","1","48.47903","Scorpididae","Neatypus","obliquus",8,"2014-12_Geographe.Bay_stereoBRUVs","-33.4189","115.5035833","20141216","06:59:00","Geographe.Bay",NA,"16.5","Lauren","Yes","Yes",NA
"23","23_L11.avi","1","6.48093","Gerreidae","Parequula","melbournensis",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5041833","115.4289333","20141216","11:29:00","Geographe.Bay",NA,"13.6","Lauren","Yes","Yes",NA
"23","23_L11.avi","1","14.09243","Labridae","Austrolabrus","maculatus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5041833","115.4289333","20141216","11:29:00","Geographe.Bay",NA,"13.6","Lauren","Yes","Yes",NA
"23","23_L11.avi","1","58.88611","Labridae","Coris","auricularis",5,"2014-12_Geographe.Bay_stereoBRUVs","-33.5041833","115.4289333","20141216","11:29:00","Geographe.Bay",NA,"13.6","Lauren","Yes","Yes",NA
"23","23_L11.avi","1","16.56267","Labridae","Eupetrichthys","angustipes",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5041833","115.4289333","20141216","11:29:00","Geographe.Bay",NA,"13.6","Lauren","Yes","Yes",NA
"23","23_L11.avi","1","19.84373","Labridae","Halichoeres","brownfieldi",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5041833","115.4289333","20141216","11:29:00","Geographe.Bay",NA,"13.6","Lauren","Yes","Yes",NA
"23","23_L11.avi","1","41.46202","Labridae","Notolabrus","parilus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5041833","115.4289333","20141216","11:29:00","Geographe.Bay",NA,"13.6","Lauren","Yes","Yes",NA
"23","23_L11.avi","1","25.52886","Labridae","Ophthalmolepis","lineolatus",4,"2014-12_Geographe.Bay_stereoBRUVs","-33.5041833","115.4289333","20141216","11:29:00","Geographe.Bay",NA,"13.6","Lauren","Yes","Yes",NA
"23","23_L11.avi","1","22.51919","Monacanthidae","Acanthaluteres","vittiger",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5041833","115.4289333","20141216","11:29:00","Geographe.Bay",NA,"13.6","Lauren","Yes","Yes",NA
"23","23_L11.avi","1","30.68847","Monacanthidae","Scobinichthys","granulatus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5041833","115.4289333","20141216","11:29:00","Geographe.Bay",NA,"13.6","Lauren","Yes","Yes",NA
"23","23_L11.avi","1","49.37215","Mullidae","Upeneichthys","vlamingii",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5041833","115.4289333","20141216","11:29:00","Geographe.Bay",NA,"13.6","Lauren","Yes","Yes",NA
"23","23_L11.avi","1","52.17773","Urolophidae","Trygonoptera","ovalis",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5041833","115.4289333","20141216","11:29:00","Geographe.Bay",NA,"13.6","Lauren","Yes","Yes",NA
"24","24_L9.avi","1","51.33078","Dasyatidae","Dasyatis","brevicaudata",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.47115","115.2861667","20141209","06:05:00","Geographe.Bay",NA,"29.2","Lizzy","Yes","Yes",NA
"24","24_L9.avi","1","24.76977","Diodontidae","Diodon","nicthemerus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.47115","115.2861667","20141209","06:05:00","Geographe.Bay",NA,"29.2","Lizzy","Yes","Yes",NA
"24","24_L9.avi","1","41.68613","Gerreidae","Parequula","melbournensis",7,"2014-12_Geographe.Bay_stereoBRUVs","-33.47115","115.2861667","20141209","06:05:00","Geographe.Bay",NA,"29.2","Lizzy","Yes","Yes",NA
"24","24_L9.avi","1","46.44089","Labridae","Coris","auricularis",6,"2014-12_Geographe.Bay_stereoBRUVs","-33.47115","115.2861667","20141209","06:05:00","Geographe.Bay",NA,"29.2","Lizzy","Yes","Yes",NA
"24","24_L9.avi","1","47.40518","Labridae","Ophthalmolepis","lineolatus",3,"2014-12_Geographe.Bay_stereoBRUVs","-33.47115","115.2861667","20141209","06:05:00","Geographe.Bay",NA,"29.2","Lizzy","Yes","Yes",NA
"24","24_L9.avi","1","46.32521","Neosebastidae","Neosebastes","pandus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.47115","115.2861667","20141209","06:05:00","Geographe.Bay",NA,"29.2","Lizzy","Yes","Yes",NA
"24","24_L9.avi","1","4.84040","Ostraciidae","Anoplocapros","amygdaloides",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.47115","115.2861667","20141209","06:05:00","Geographe.Bay",NA,"29.2","Lizzy","Yes","Yes",NA
"24","24_L9.avi","1","47.59370","Platycephalidae","Platycephalus","spp",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.47115","115.2861667","20141209","06:05:00","Geographe.Bay",NA,"29.2","Lizzy","Yes","Yes",NA
"24","24_L9.avi","1","28.42342","Scorpididae","Neatypus","obliquus",5,"2014-12_Geographe.Bay_stereoBRUVs","-33.47115","115.2861667","20141209","06:05:00","Geographe.Bay",NA,"29.2","Lizzy","Yes","Yes",NA
"240","240_L13.avi","1","8.70370","Gerreidae","Parequula","melbournensis",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4387833","115.4684667","20141216","08:56:00","Geographe.Bay",NA,"18.9","Lizzy","Yes","Yes",NA
"240","240_L13.avi","1","10.91647","Labridae","Austrolabrus","maculatus",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.4387833","115.4684667","20141216","08:56:00","Geographe.Bay",NA,"18.9","Lizzy","Yes","Yes",NA
"240","240_L13.avi","1","58.00189","Labridae","Coris","auricularis",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.4387833","115.4684667","20141216","08:56:00","Geographe.Bay",NA,"18.9","Lizzy","Yes","Yes",NA
"240","240_L13.avi","1","19.73585","Labridae","Eupetrichthys","angustipes",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4387833","115.4684667","20141216","08:56:00","Geographe.Bay",NA,"18.9","Lizzy","Yes","Yes",NA
"240","240_L13.avi","1","17.00200","Labridae","Notolabrus","parilus",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.4387833","115.4684667","20141216","08:56:00","Geographe.Bay",NA,"18.9","Lizzy","Yes","Yes",NA
"240","240_L13.avi","1","42.21054","Labridae","Ophthalmolepis","lineolatus",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.4387833","115.4684667","20141216","08:56:00","Geographe.Bay",NA,"18.9","Lizzy","Yes","Yes",NA
"240","240_L13.avi","1","48.34001","Monacanthidae","Scobinichthys","granulatus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4387833","115.4684667","20141216","08:56:00","Geographe.Bay",NA,"18.9","Lizzy","Yes","Yes",NA
"240","240_L13.avi","1","58.20042","Muraenidae","Gymnothorax","woodwardi",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4387833","115.4684667","20141216","08:56:00","Geographe.Bay",NA,"18.9","Lizzy","Yes","Yes",NA
"240","240_L13.avi","1","34.10410","Pempherididae","Pempheris","klunzingeri",23,"2014-12_Geographe.Bay_stereoBRUVs","-33.4387833","115.4684667","20141216","08:56:00","Geographe.Bay",NA,"18.9","Lizzy","Yes","Yes",NA
"240","240_L13.avi","1","16.15560","Scorpididae","Neatypus","obliquus",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.4387833","115.4684667","20141216","08:56:00","Geographe.Bay",NA,"18.9","Lizzy","Yes","Yes",NA
"25","25_L19.avi","1","46.70726","Carangidae","Pseudocaranx","spp",82,"2014-12_Geographe.Bay_stereoBRUVs","-33.3833333","115.0827833","20141210","07:10:00","Geographe.Bay",NA,"42.5","Lauren","Yes","Yes",NA
"25","25_L19.avi","1","36.69670","Carangidae","Trachurus","novaezelandiae",31,"2014-12_Geographe.Bay_stereoBRUVs","-33.3833333","115.0827833","20141210","07:10:00","Geographe.Bay",NA,"42.5","Lauren","Yes","Yes",NA
"25","25_L19.avi","1","45.47325","Monacanthidae","Nelusetta","ayraud",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.3833333","115.0827833","20141210","07:10:00","Geographe.Bay",NA,"42.5","Lauren","Yes","Yes",NA
"25","25_L19.avi","1","44.19920","Myliobatidae","Myliobatis","tenuicaudatus",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.3833333","115.0827833","20141210","07:10:00","Geographe.Bay",NA,"42.5","Lauren","Yes","Yes",NA
"25","25_L19.avi","1","28.71538","Platycephalidae","Platycephalus","spp",4,"2014-12_Geographe.Bay_stereoBRUVs","-33.3833333","115.0827833","20141210","07:10:00","Geographe.Bay",NA,"42.5","Lauren","Yes","Yes",NA
"25","25_L19.avi","1","25.97542","Pleuronectidae","Ammotretis","elongatus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.3833333","115.0827833","20141210","07:10:00","Geographe.Bay",NA,"42.5","Lauren","Yes","Yes",NA
"25","25_L19.avi","1","8.45457","Rhinobatidae","Aptychotrema","vincentiana",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.3833333","115.0827833","20141210","07:10:00","Geographe.Bay",NA,"42.5","Lauren","Yes","Yes",NA
"25","25_L19.avi","1","21.75954","Sillaginidae","Sillago","spp",25,"2014-12_Geographe.Bay_stereoBRUVs","-33.3833333","115.0827833","20141210","07:10:00","Geographe.Bay",NA,"42.5","Lauren","Yes","Yes",NA
"25","25_L19.avi","1","27.63541","Sphyrnidae","Sphyrna","zygaena",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.3833333","115.0827833","20141210","07:10:00","Geographe.Bay",NA,"42.5","Lauren","Yes","Yes",NA
"25","25_L19.avi","1","45.16016","Trygonorrhinidae","Trygonorrhina","dumerilii",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.3833333","115.0827833","20141210","07:10:00","Geographe.Bay",NA,"42.5","Lauren","Yes","Yes",NA
"256","256_L11.avi","1","56.42754","Carangidae","Pseudocaranx","spp",23,"2014-12_Geographe.Bay_stereoBRUVs","-33.4083167","115.4774833","20141214","13:12:00","Geographe.Bay",NA,"11.1","Lizzy","Yes","Yes",NA
"256","256_L11.avi","1","56.95195","Chaetodontidae","Chelmonops","curiosus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4083167","115.4774833","20141214","13:12:00","Geographe.Bay",NA,"11.1","Lizzy","Yes","Yes",NA
"256","256_L11.avi","1","40.89478","Cheilodactylidae","Cheilodactylus","gibbosus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4083167","115.4774833","20141214","13:12:00","Geographe.Bay",NA,"11.1","Lizzy","Yes","Yes",NA
"256","256_L11.avi","1","19.24480","Cheilodactylidae","Nemadactylus","valenciennesi",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4083167","115.4774833","20141214","13:12:00","Geographe.Bay",NA,"11.1","Lizzy","Yes","Yes",NA
"256","256_L11.avi","1","30.71850","Labridae","Austrolabrus","maculatus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4083167","115.4774833","20141214","13:12:00","Geographe.Bay",NA,"11.1","Lizzy","Yes","Yes",NA
"256","256_L11.avi","1","8.56801","Labridae","Choerodon","rubescens",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4083167","115.4774833","20141214","13:12:00","Geographe.Bay",NA,"11.1","Lizzy","Yes","Yes",NA
"256","256_L11.avi","1","19.25703","Labridae","Coris","auricularis",4,"2014-12_Geographe.Bay_stereoBRUVs","-33.4083167","115.4774833","20141214","13:12:00","Geographe.Bay",NA,"11.1","Lizzy","Yes","Yes",NA
"256","256_L11.avi","1","42.89011","Labridae","Eupetrichthys","angustipes",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4083167","115.4774833","20141214","13:12:00","Geographe.Bay",NA,"11.1","Lizzy","Yes","Yes",NA
"256","256_L11.avi","1","15.68624","Labridae","Notolabrus","parilus",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.4083167","115.4774833","20141214","13:12:00","Geographe.Bay",NA,"11.1","Lizzy","Yes","Yes",NA
"256","256_L11.avi","1","42.67601","Labridae","Ophthalmolepis","lineolatus",6,"2014-12_Geographe.Bay_stereoBRUVs","-33.4083167","115.4774833","20141214","13:12:00","Geographe.Bay",NA,"11.1","Lizzy","Yes","Yes",NA
"256","256_L11.avi","1","19.93605","Labridae","Pseudolabrus","biserialis",4,"2014-12_Geographe.Bay_stereoBRUVs","-33.4083167","115.4774833","20141214","13:12:00","Geographe.Bay",NA,"11.1","Lizzy","Yes","Yes",NA
"256","256_L11.avi","1","43.25325","Monacanthidae","Meuschenia","flavolineata",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4083167","115.4774833","20141214","13:12:00","Geographe.Bay",NA,"11.1","Lizzy","Yes","Yes",NA
"256","256_L11.avi","1","9.43721","Monacanthidae","Meuschenia","galii",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4083167","115.4774833","20141214","13:12:00","Geographe.Bay",NA,"11.1","Lizzy","Yes","Yes",NA
"256","256_L11.avi","1","59.29819","Monacanthidae","Meuschenia","hippocrepis",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4083167","115.4774833","20141214","13:12:00","Geographe.Bay",NA,"11.1","Lizzy","Yes","Yes",NA
"256","256_L11.avi","1","9.33934","Mullidae","Upeneichthys","vlamingii",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4083167","115.4774833","20141214","13:12:00","Geographe.Bay",NA,"11.1","Lizzy","Yes","Yes",NA
"256","256_L11.avi","1","37.12657","Myliobatidae","Myliobatis","tenuicaudatus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4083167","115.4774833","20141214","13:12:00","Geographe.Bay",NA,"11.1","Lizzy","Yes","Yes",NA
"256","256_L11.avi","1","20.54944","Scorpididae","Neatypus","obliquus",5,"2014-12_Geographe.Bay_stereoBRUVs","-33.4083167","115.4774833","20141214","13:12:00","Geographe.Bay",NA,"11.1","Lizzy","Yes","Yes",NA
"256","256_L11.avi","1","50.88811","Sparidae","Chrysophrys","auratus",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.4083167","115.4774833","20141214","13:12:00","Geographe.Bay",NA,"11.1","Lizzy","Yes","Yes",NA
"256","256_L11.avi","1","44.67857","Trygonorrhinidae","Trygonorrhina","dumerilii",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4083167","115.4774833","20141214","13:12:00","Geographe.Bay",NA,"11.1","Lizzy","Yes","Yes",NA
"26","26_L9.avi","1","49.44111","Carangidae","Pseudocaranx","spp",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5500333","115.3236167","20141212","11:02:00","Geographe.Bay",NA,"20.5","Laura","Yes","Yes",NA
"26","26_L9.avi","1","18.76210","Gerreidae","Parequula","melbournensis",3,"2014-12_Geographe.Bay_stereoBRUVs","-33.5500333","115.3236167","20141212","11:02:00","Geographe.Bay",NA,"20.5","Laura","Yes","Yes",NA
"26","26_L9.avi","1","9.27261","Labridae","Austrolabrus","maculatus",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.5500333","115.3236167","20141212","11:02:00","Geographe.Bay",NA,"20.5","Laura","Yes","Yes",NA
"26","26_L9.avi","1","54.08075","Labridae","Coris","auricularis",31,"2014-12_Geographe.Bay_stereoBRUVs","-33.5500333","115.3236167","20141212","11:02:00","Geographe.Bay",NA,"20.5","Laura","Yes","Yes",NA
"26","26_L9.avi","1","30.98654","Labridae","Notolabrus","parilus",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.5500333","115.3236167","20141212","11:02:00","Geographe.Bay",NA,"20.5","Laura","Yes","Yes",NA
"26","26_L9.avi","1","56.90135","Labridae","Ophthalmolepis","lineolatus",3,"2014-12_Geographe.Bay_stereoBRUVs","-33.5500333","115.3236167","20141212","11:02:00","Geographe.Bay",NA,"20.5","Laura","Yes","Yes",NA
"26","26_L9.avi","1","10.73685","Monacanthidae","Acanthaluteres","vittiger",40,"2014-12_Geographe.Bay_stereoBRUVs","-33.5500333","115.3236167","20141212","11:02:00","Geographe.Bay",NA,"20.5","Laura","Yes","Yes",NA
"26","26_L9.avi","1","36.09053","Monacanthidae","Scobinichthys","granulatus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5500333","115.3236167","20141212","11:02:00","Geographe.Bay",NA,"20.5","Laura","Yes","Yes",NA
"26","26_L9.avi","1","51.98532","Mullidae","Upeneichthys","vlamingii",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5500333","115.3236167","20141212","11:02:00","Geographe.Bay",NA,"20.5","Laura","Yes","Yes",NA
"26","26_L9.avi","1","31.17951","Myliobatidae","Myliobatis","tenuicaudatus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5500333","115.3236167","20141212","11:02:00","Geographe.Bay",NA,"20.5","Laura","Yes","Yes",NA
"26","26_L9.avi","1","39.46891","Odacidae","Siphonognathus","caninis",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5500333","115.3236167","20141212","11:02:00","Geographe.Bay",NA,"20.5","Laura","Yes","Yes",NA
"26","26_L9.avi","1","31.30853","Terapontidae","Pelsartia","humeralis",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5500333","115.3236167","20141212","11:02:00","Geographe.Bay",NA,"20.5","Laura","Yes","Yes",NA
"26","26_L9.avi","1","29.55622","Trygonorrhinidae","Trygonorrhina","dumerilii",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5500333","115.3236167","20141212","11:02:00","Geographe.Bay",NA,"20.5","Laura","Yes","Yes",NA
"27","27_L23.avi","1","52.99522","Carangidae","Pseudocaranx","spp",14,"2014-12_Geographe.Bay_stereoBRUVs","-33.5463667","115.1883833","20141209","07:00:00","Geographe.Bay",NA,"28.2","Lauren","Yes","Yes",NA
"27","27_L23.avi","1","32.08931","Carangidae","Trachurus","novaezelandiae",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.5463667","115.1883833","20141209","07:00:00","Geographe.Bay",NA,"28.2","Lauren","Yes","Yes",NA
"27","27_L23.avi","1","49.99277","Dasyatidae","Dasyatis","brevicaudata",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5463667","115.1883833","20141209","07:00:00","Geographe.Bay",NA,"28.2","Lauren","Yes","Yes",NA
"27","27_L23.avi","1","1.25792","Gerreidae","Parequula","melbournensis",17,"2014-12_Geographe.Bay_stereoBRUVs","-33.5463667","115.1883833","20141209","07:00:00","Geographe.Bay",NA,"28.2","Lauren","Yes","Yes",NA
"27","27_L23.avi","1","37.35068","Myliobatidae","Myliobatis","tenuicaudatus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5463667","115.1883833","20141209","07:00:00","Geographe.Bay",NA,"28.2","Lauren","Yes","Yes",NA
"27","27_L23.avi","1","46.65443","Ostraciidae","Anoplocapros","amygdaloides",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5463667","115.1883833","20141209","07:00:00","Geographe.Bay",NA,"28.2","Lauren","Yes","Yes",NA
"27","27_L23.avi","1","7.33956","Platycephalidae","Platycephalus","spp",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.5463667","115.1883833","20141209","07:00:00","Geographe.Bay",NA,"28.2","Lauren","Yes","Yes",NA
"27","27_L23.avi","1","39.18863","Sillaginidae","Sillago","spp",21,"2014-12_Geographe.Bay_stereoBRUVs","-33.5463667","115.1883833","20141209","07:00:00","Geographe.Bay",NA,"28.2","Lauren","Yes","Yes",NA
"27","27_L23.avi","1","48.89834","Trygonorrhinidae","Trygonorrhina","dumerilii",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.5463667","115.1883833","20141209","07:00:00","Geographe.Bay",NA,"28.2","Lauren","Yes","Yes",NA
"27","27_L23.avi","1","19.82260","Urolophidae","Trygonoptera","sp10",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5463667","115.1883833","20141209","07:00:00","Geographe.Bay",NA,"28.2","Lauren","Yes","Yes",NA
"270","270_L5.avi","1","44.40663","Carangidae","Pseudocaranx","spp",5,"2014-12_Geographe.Bay_stereoBRUVs","-33.52045","115.4206","20141213","06:00:00","Geographe.Bay",NA,"13.7","Laura","Yes","Yes",NA
"270","270_L5.avi","1","9.11745","Gerreidae","Parequula","melbournensis",4,"2014-12_Geographe.Bay_stereoBRUVs","-33.52045","115.4206","20141213","06:00:00","Geographe.Bay",NA,"13.7","Laura","Yes","Yes",NA
"270","270_L5.avi","1","50.21188","Labridae","Coris","auricularis",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.52045","115.4206","20141213","06:00:00","Geographe.Bay",NA,"13.7","Laura","Yes","Yes",NA
"270","270_L5.avi","1","5.55722","Labridae","Notolabrus","parilus",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.52045","115.4206","20141213","06:00:00","Geographe.Bay",NA,"13.7","Laura","Yes","Yes",NA
"270","270_L5.avi","1","59.85597","Labridae","Ophthalmolepis","lineolatus",5,"2014-12_Geographe.Bay_stereoBRUVs","-33.52045","115.4206","20141213","06:00:00","Geographe.Bay",NA,"13.7","Laura","Yes","Yes",NA
"270","270_L5.avi","1","31.79290","Monacanthidae","Acanthaluteres","brownii",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.52045","115.4206","20141213","06:00:00","Geographe.Bay",NA,"13.7","Laura","Yes","Yes",NA
"270","270_L5.avi","1","9.29930","Monacanthidae","Acanthaluteres","vittiger",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.52045","115.4206","20141213","06:00:00","Geographe.Bay",NA,"13.7","Laura","Yes","Yes",NA
"270","270_L5.avi","1","28.92114","Myliobatidae","Myliobatis","tenuicaudatus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.52045","115.4206","20141213","06:00:00","Geographe.Bay",NA,"13.7","Laura","Yes","Yes",NA
"270","270_L5.avi","1","38.21154","Trygonorrhinidae","Trygonorrhina","dumerilii",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.52045","115.4206","20141213","06:00:00","Geographe.Bay",NA,"13.7","Laura","Yes","Yes",NA
"270","270_L5.avi","1","18.64920","Urolophidae","Trygonoptera","ovalis",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.52045","115.4206","20141213","06:00:00","Geographe.Bay",NA,"13.7","Laura","Yes","Yes",NA
