"sample","scientific","maxn","family","genus","species","campaignid","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length","comment","id"
"83","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.46935,115.37905,20141213,10:26:00,"Geographe.Bay","Fished","NA",24.6,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.83"
"832","Sparidae Chrysophrys auratus",1,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.4556167,115.5196833,20141216,06:43:00,"Geographe.Bay","Fished","NA",12.6,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.832"
"839","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.4873,115.4085,20141216,13:00:00,"Geographe.Bay","Fished","NA",20,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.839"
"84","Sparidae Chrysophrys auratus",6,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.3964667,115.1924,20141210,11:28:00,"Geographe.Bay","Fished","NA",41,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.84"
"842","Sparidae Chrysophrys auratus",13,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.5681167,115.11485,20141215,06:40:00,"Geographe.Bay","Fished","NA",22.3,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.842"
"843","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.5999833,115.2586,20141215,13:43:00,"Geographe.Bay","Fished","NA",14.6,"Damon","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.843"
"848","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.35185,115.5323,20141214,08:53:00,"Geographe.Bay","Fished","NA",10.4,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.848"
"855","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.4901,115.4357667,20141213,08:09:00,"Geographe.Bay","Fished","NA",15.2,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.855"
"858","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.5573167,115.3461833,20141217,06:29:00,"Geographe.Bay","Fished","NA",16.6,"Damon","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.858"
"86","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.5405167,115.1785167,20141209,07:24:00,"Geographe.Bay","Fished","NA",28.6,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.86"
"864","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.58325,115.3720667,20141217,05:50:00,"Geographe.Bay","Fished","NA",12.4,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.864"
"87","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.4896,115.4589333,20141213,07:49:00,"Geographe.Bay","Fished","NA",13,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.87"
"879","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.6168833,115.1828667,20141215,10:31:00,"Geographe.Bay","Fished","NA",8.1,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.879"
"88","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.5010667,115.2145333,20141209,09:45:00,"Geographe.Bay","Fished","NA",31.4,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.88"
"880","Sparidae Chrysophrys auratus",1,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.53655,115.4444,20141216,15:41:00,"Geographe.Bay","Fished","NA",10.9,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.880"
"89","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.3828167,115.0563833,20141210,06:58:00,"Geographe.Bay","Fished","NA",43.9,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.89"
"9","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.3643333,115.1361167,20141210,10:04:00,"Geographe.Bay","Fished","NA",41.8,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.9"
"90","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.5333167,115.3224833,20141212,10:53:00,"Geographe.Bay","Fished","NA",22,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.90"
"91","Sparidae Chrysophrys auratus",1,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.5396,115.2060833,20141209,06:54:00,"Geographe.Bay","Fished","NA",29.8,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.91"
"92","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.4175833,115.3149833,20141211,06:43:00,"Geographe.Bay","Fished","NA",33,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.92"
"93","Sparidae Chrysophrys auratus",1,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.4813167,115.15275,20141209,12:59:00,"Geographe.Bay","Fished","NA",36,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.93"
"95","Sparidae Chrysophrys auratus",3,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.5175,115.3155333,20141212,10:42:00,"Geographe.Bay","Fished","NA",24.9,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.95"
"96","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.4489,115.4808167,20141211,13:04:00,"Geographe.Bay","Fished","NA",15.9,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.96"
"97","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.38465,115.2926667,20141211,08:43:00,"Geographe.Bay","Fished","NA",35.6,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.97"
"98","Sparidae Chrysophrys auratus",1,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.434,115.1726667,20141210,10:56:00,"Geographe.Bay","Fished","NA",38,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.98"
"99","Sparidae Chrysophrys auratus",2,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.3953,115.3990167,20141214,06:59:00,"Geographe.Bay","Fished","NA",15.4,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.99"
"GBR-BOB","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.59235,115.2205667,20141217,12:23:00,"Geographe.Bay","Fished","NA",16.7,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.GBR-BOB"
"GBR1-1","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.5936167,115.19625,20141217,12:02:00,"Geographe.Bay","Fished","NA",17.3,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.GBR1-1"
"GBR1-2","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.5936,115.1995333,20141217,12:05:00,"Geographe.Bay","Fished","NA",16,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.GBR1-2"
"GBR1-3","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.5937833,115.2022833,20141217,12:07:00,"Geographe.Bay","Fished","NA",15.8,"Damon","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.GBR1-3"
"GBR1-4","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.59345,115.2055167,20141217,12:09:00,"Geographe.Bay","Fished","NA",16.8,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.GBR1-4"
"GBR2-1","Sparidae Chrysophrys auratus",2,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.5938333,115.19065,20141217,13:40:00,"Geographe.Bay","Fished","NA",17.7,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.GBR2-1"
"GBR2-2","Sparidae Chrysophrys auratus",1,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.5940167,115.1883833,20141217,13:42:00,"Geographe.Bay","Fished","NA",16.2,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.GBR2-2"
"GBR2-3","Sparidae Chrysophrys auratus",1,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.5940667,115.1864833,20141217,13:44:00,"Geographe.Bay","Fished","NA",16.4,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.GBR2-3"
"GBR2-4","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.59365,115.193,20141217,13:38:00,"Geographe.Bay","Fished","NA",16.2,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.GBR2-4"
"GBR3-1","Sparidae Chrysophrys auratus",1,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.5944667,115.1819333,20141217,13:53:00,"Geographe.Bay","Fished","NA",17.6,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.GBR3-1"
"GBR3-2","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.59365,115.193,20141217,13:30:00,"Geographe.Bay","Fished","NA",17.9,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.GBR3-2"
"GBR3-3","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.59365,115.1839667,20141217,13:47:00,"Geographe.Bay","Fished","NA",17,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.GBR3-3"
"GBR3-4","Sparidae Chrysophrys auratus",4,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.5938667,115.1851,20141217,13:46:00,"Geographe.Bay","Fished","NA",16.6,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.GBR3-4"
"GBR4-1","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.5933333,115.2080833,20141217,12:11:00,"Geographe.Bay","Fished","NA",16.1,"Damon","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.GBR4-1"
"GBR4-2","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.5928333,115.2102333,20141217,12:13:00,"Geographe.Bay","Fished","NA",16.3,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.GBR4-2"
"GBR5-1","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.5932167,115.2119333,20141217,12:15:00,"Geographe.Bay","Fished","NA",16.2,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.GBR5-1"
"GBR5-2","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.5927333,115.2148,20141217,12:17:00,"Geographe.Bay","Fished","NA",16.6,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.GBR5-2"
"GBR5-3","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.5924167,115.2175167,20141217,12:19:00,"Geographe.Bay","Fished","NA",16.4,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.GBR5-3"
"RB1","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.53455,115.2176667,20141209,06:49:00,"Geographe.Bay","Fished","NA",28,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.RB1"
"RB2","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.5085667,115.2254833,20141209,09:39:00,"Geographe.Bay","Fished","NA",30,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.RB2"
"RC1","Sparidae Chrysophrys auratus",6,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.4628,115.23995,20141209,10:09:00,"Geographe.Bay","Fished","NA",34.2,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.RC1"
"RC2","Sparidae Chrysophrys auratus",1,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.48635,115.1780333,20141209,10:34:00,"Geographe.Bay","Fished","NA",34.3,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.RC2"
"RC3","Sparidae Chrysophrys auratus",1,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.4704833,115.1684167,20141209,13:11:00,"Geographe.Bay","Fished","NA",35,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.RC3"
