"campaignid","sample","family","genus","species","maxn"
"2014-12_Geographe.Bay_stereoBRUVs","135","Gerreidae","Parequula","melbournensis",2
"2014-12_Geographe.Bay_stereoBRUVs","135","Labridae","Austrolabrus","maculatus",1
"2014-12_Geographe.Bay_stereoBRUVs","135","Labridae","Coris","auricularis",6
"2014-12_Geographe.Bay_stereoBRUVs","135","Labridae","Eupetrichthys","angustipes",1
"2014-12_Geographe.Bay_stereoBRUVs","135","Labridae","Notolabrus","parilus",2
"2014-12_Geographe.Bay_stereoBRUVs","135","Labridae","Ophthalmolepis","lineolatus",5
"2014-12_Geographe.Bay_stereoBRUVs","135","Labridae","Pictilabrus","laticlavius",1
"2014-12_Geographe.Bay_stereoBRUVs","135","Mullidae","Upeneichthys","vlamingii",1
"2014-12_Geographe.Bay_stereoBRUVs","135","Ostraciidae","Aracana","aurita",1
"2014-12_Geographe.Bay_stereoBRUVs","135","Pomacentridae","Chromis","klunzingeri",6
"2014-12_Geographe.Bay_stereoBRUVs","135","Urolophidae","Trygonoptera","ovalis",1
"2014-12_Geographe.Bay_stereoBRUVs","13RC1","Aphyonidae","Barathronus","maculatus",4
"2014-12_Geographe.Bay_stereoBRUVs","13RC1","Carangidae","Pseudocaranx","spp",21
"2014-12_Geographe.Bay_stereoBRUVs","13RC1","Chaetodontidae","Chelmonops","curiosus",1
"2014-12_Geographe.Bay_stereoBRUVs","13RC1","Labridae","Notolabrus","parilus",2
"2014-12_Geographe.Bay_stereoBRUVs","13RC1","Labridae","Ophthalmolepis","lineolatus",7
"2014-12_Geographe.Bay_stereoBRUVs","13RC1","Labridae","Pseudolabrus","biserialis",11
"2014-12_Geographe.Bay_stereoBRUVs","13RC1","Monacanthidae","Meuschenia","flavolineata",3
"2014-12_Geographe.Bay_stereoBRUVs","13RC1","Monacanthidae","Meuschenia","galii",1
"2014-12_Geographe.Bay_stereoBRUVs","13RC1","Monacanthidae","Scobinichthys","granulatus",1
"2014-12_Geographe.Bay_stereoBRUVs","13RC1","Mullidae","Upeneichthys","vlamingii",1
"2014-12_Geographe.Bay_stereoBRUVs","13RC1","Myliobatidae","Myliobatis","tenuicaudatus",1
"2014-12_Geographe.Bay_stereoBRUVs","13RC1","Neosebastidae","Neosebastes","pandus",1
"2014-12_Geographe.Bay_stereoBRUVs","13RC1","Plesiopidae","Trachinops","noarlungae",3
"2014-12_Geographe.Bay_stereoBRUVs","13RC1","Pomacentridae","Chromis","klunzingeri",1
"2014-12_Geographe.Bay_stereoBRUVs","13RC1","Pomacentridae","Parma","victoriae",1
"2014-12_Geographe.Bay_stereoBRUVs","13RC1","Trygonorrhinidae","Trygonorrhina","dumerilii",3
"2014-12_Geographe.Bay_stereoBRUVs","13RC1","Urolophidae","Trygonoptera","ovalis",1
"2014-12_Geographe.Bay_stereoBRUVs","13RC11","Carangidae","Pseudocaranx","spp",12
"2014-12_Geographe.Bay_stereoBRUVs","13RC11","Dasyatidae","Bathytoshia","brevicaudata",1
"2014-12_Geographe.Bay_stereoBRUVs","13RC11","Gerreidae","Parequula","melbournensis",2
"2014-12_Geographe.Bay_stereoBRUVs","13RC11","Labridae","Coris","auricularis",10
"2014-12_Geographe.Bay_stereoBRUVs","13RC11","Monacanthidae","Scobinichthys","granulatus",2
"2014-12_Geographe.Bay_stereoBRUVs","13RC11","Mullidae","Upeneichthys","vlamingii",1
"2014-12_Geographe.Bay_stereoBRUVs","13RC11","Myliobatidae","Myliobatis","tenuicaudatus",1
"2014-12_Geographe.Bay_stereoBRUVs","13RC11","Neosebastidae","Neosebastes","pandus",1
"2014-12_Geographe.Bay_stereoBRUVs","13RC11","Platycephalidae","Platycephalus","spp",2
"2014-12_Geographe.Bay_stereoBRUVs","13RC11","Sillaginidae","Sillago","spp",1
"2014-12_Geographe.Bay_stereoBRUVs","13RC11","Trygonorrhinidae","Trygonorrhina","dumerilii",2
"2014-12_Geographe.Bay_stereoBRUVs","13RC12","Carangidae","Pseudocaranx","spp",4
"2014-12_Geographe.Bay_stereoBRUVs","13RC12","Carangidae","Seriola","hippos",2
"2014-12_Geographe.Bay_stereoBRUVs","13RC12","Gerreidae","Parequula","melbournensis",35
"2014-12_Geographe.Bay_stereoBRUVs","13RC12","Glaucosomatidae","Glaucosoma","hebraicum",1
"2014-12_Geographe.Bay_stereoBRUVs","13RC12","Labridae","Coris","auricularis",1
"2014-12_Geographe.Bay_stereoBRUVs","13RC12","Labridae","Eupetrichthys","angustipes",1
"2014-12_Geographe.Bay_stereoBRUVs","13RC12","Labridae","Halichoeres","brownfieldi",2
"2014-12_Geographe.Bay_stereoBRUVs","13RC12","Monacanthidae","Acanthaluteres","vittiger",1
"2014-12_Geographe.Bay_stereoBRUVs","13RC12","Sparidae","Chrysophrys","auratus",2
"2014-12_Geographe.Bay_stereoBRUVs","13RC12","Trygonorrhinidae","Trygonorrhina","dumerilii",1
"2014-12_Geographe.Bay_stereoBRUVs","13RC15","Carangidae","Decapterus","spp",1
"2014-12_Geographe.Bay_stereoBRUVs","13RC15","Carangidae","Pseudocaranx","spp",53
"2014-12_Geographe.Bay_stereoBRUVs","13RC15","Gerreidae","Parequula","melbournensis",2
"2014-12_Geographe.Bay_stereoBRUVs","13RC15","Labridae","Coris","auricularis",11
"2014-12_Geographe.Bay_stereoBRUVs","13RC15","Labridae","Eupetrichthys","angustipes",1
"2014-12_Geographe.Bay_stereoBRUVs","13RC15","Labridae","Ophthalmolepis","lineolatus",2
"2014-12_Geographe.Bay_stereoBRUVs","13RC15","Mullidae","Upeneichthys","vlamingii",1
"2014-12_Geographe.Bay_stereoBRUVs","13RC15","Myliobatidae","Myliobatis","tenuicaudatus",1
"2014-12_Geographe.Bay_stereoBRUVs","13RC15","Odacidae","Siphonognathus","caninis",2
"2014-12_Geographe.Bay_stereoBRUVs","13RC15","Platycephalidae","Platycephalus","spp",1
"2014-12_Geographe.Bay_stereoBRUVs","13RC15","Sparidae","Chrysophrys","auratus",1
"2014-12_Geographe.Bay_stereoBRUVs","13RC4","Apogonidae","Ostorhinchus","victoriae",1
"2014-12_Geographe.Bay_stereoBRUVs","13RC4","Carangidae","Pseudocaranx","spp",10
"2014-12_Geographe.Bay_stereoBRUVs","13RC4","Gerreidae","Parequula","melbournensis",2
"2014-12_Geographe.Bay_stereoBRUVs","13RC4","Heterodontidae","Heterodontus","portusjacksoni",1
"2014-12_Geographe.Bay_stereoBRUVs","13RC4","Labridae","Coris","auricularis",4
"2014-12_Geographe.Bay_stereoBRUVs","13RC4","Labridae","Halichoeres","brownfieldi",18
"2014-12_Geographe.Bay_stereoBRUVs","13RC4","Labridae","Notolabrus","parilus",2
"2014-12_Geographe.Bay_stereoBRUVs","13RC4","Labridae","Ophthalmolepis","lineolatus",4
"2014-12_Geographe.Bay_stereoBRUVs","13RC4","Monacanthidae","Acanthaluteres","brownii",1
"2014-12_Geographe.Bay_stereoBRUVs","13RC4","Monacanthidae","Acanthaluteres","vittiger",1
"2014-12_Geographe.Bay_stereoBRUVs","13RC4","Monacanthidae","Scobinichthys","granulatus",1
"2014-12_Geographe.Bay_stereoBRUVs","13RC4","Mullidae","Upeneichthys","vlamingii",2
"2014-12_Geographe.Bay_stereoBRUVs","13RC4","Neosebastidae","Neosebastes","pandus",1
"2014-12_Geographe.Bay_stereoBRUVs","13RC4","Ostraciidae","Aracana","aurita",1
"2014-12_Geographe.Bay_stereoBRUVs","13RC4","Scorpididae","Neatypus","obliquus",2
"2014-12_Geographe.Bay_stereoBRUVs","13RC4","Sphyraenidae","Sphyraena","novaehollandiae",5
"2014-12_Geographe.Bay_stereoBRUVs","13RC4","Terapontidae","Pelsartia","humeralis",1
"2014-12_Geographe.Bay_stereoBRUVs","13RC4","Trygonorrhinidae","Trygonorrhina","dumerilii",1
"2014-12_Geographe.Bay_stereoBRUVs","13RC4","Urolophidae","Trygonoptera","ovalis",1
"2014-12_Geographe.Bay_stereoBRUVs","13RC6","Enoplosidae","Enoplosus","armatus",2
"2014-12_Geographe.Bay_stereoBRUVs","13RC6","Gerreidae","Parequula","melbournensis",2
"2014-12_Geographe.Bay_stereoBRUVs","13RC6","Glaucosomatidae","Glaucosoma","hebraicum",1
"2014-12_Geographe.Bay_stereoBRUVs","13RC6","Labridae","Achoerodus","gouldii",1
"2014-12_Geographe.Bay_stereoBRUVs","13RC6","Labridae","Coris","auricularis",8
"2014-12_Geographe.Bay_stereoBRUVs","13RC6","Labridae","Eupetrichthys","angustipes",2
"2014-12_Geographe.Bay_stereoBRUVs","13RC6","Labridae","Ophthalmolepis","lineolatus",2
"2014-12_Geographe.Bay_stereoBRUVs","13RC6","Monacanthidae","Acanthaluteres","brownii",1
"2014-12_Geographe.Bay_stereoBRUVs","13RC6","Mullidae","Upeneichthys","sp1",1
"2014-12_Geographe.Bay_stereoBRUVs","13RC6","Mullidae","Upeneichthys","vlamingii",1
"2014-12_Geographe.Bay_stereoBRUVs","13RC6","Myliobatidae","Myliobatis","tenuicaudatus",1
"2014-12_Geographe.Bay_stereoBRUVs","13RC6","Platycephalidae","Platycephalus","spp",1
"2014-12_Geographe.Bay_stereoBRUVs","13RC6","Plotosidae","Cnidoglanis","macrocephalus",1
"2014-12_Geographe.Bay_stereoBRUVs","13RC6","Sparidae","Chrysophrys","auratus",1
"2014-12_Geographe.Bay_stereoBRUVs","13RC6","Trygonorrhinidae","Trygonorrhina","dumerilii",1
"2014-12_Geographe.Bay_stereoBRUVs","13RC8","Gerreidae","Parequula","melbournensis",6
"2014-12_Geographe.Bay_stereoBRUVs","13RC8","Labridae","Coris","auricularis",9
"2014-12_Geographe.Bay_stereoBRUVs","13RC8","Labridae","Eupetrichthys","angustipes",1
"2014-12_Geographe.Bay_stereoBRUVs","13RC8","Monacanthidae","Scobinichthys","granulatus",2
"2014-12_Geographe.Bay_stereoBRUVs","13RC8","Mullidae","Upeneichthys","vlamingii",2
"2014-12_Geographe.Bay_stereoBRUVs","13RC8","Platycephalidae","Platycephalus","spp",3
"2014-12_Geographe.Bay_stereoBRUVs","13RC8","Sillaginidae","Sillago","spp",1
"2014-12_Geographe.Bay_stereoBRUVs","13RC9","Carangidae","Pseudocaranx","spp",1
"2014-12_Geographe.Bay_stereoBRUVs","13RC9","Gerreidae","Parequula","melbournensis",3
"2014-12_Geographe.Bay_stereoBRUVs","13RC9","Labridae","Austrolabrus","maculatus",2
"2014-12_Geographe.Bay_stereoBRUVs","13RC9","Labridae","Coris","auricularis",11
"2014-12_Geographe.Bay_stereoBRUVs","13RC9","Labridae","Notolabrus","parilus",1
"2014-12_Geographe.Bay_stereoBRUVs","13RC9","Labridae","Ophthalmolepis","lineolatus",3
"2014-12_Geographe.Bay_stereoBRUVs","13RC9","Monacanthidae","Acanthaluteres","vittiger",1
"2014-12_Geographe.Bay_stereoBRUVs","13RC9","Monacanthidae","Scobinichthys","granulatus",2
"2014-12_Geographe.Bay_stereoBRUVs","13RC9","Mullidae","Upeneichthys","vlamingii",1
"2014-12_Geographe.Bay_stereoBRUVs","13RC9","Sparidae","Chrysophrys","auratus",1
"2014-12_Geographe.Bay_stereoBRUVs","13RC9","Urolophidae","Trygonoptera","ovalis",1
"2014-12_Geographe.Bay_stereoBRUVs","14","Carangidae","Pseudocaranx","spp",2
"2014-12_Geographe.Bay_stereoBRUVs","14","Carangidae","Seriola","hippos",1
"2014-12_Geographe.Bay_stereoBRUVs","14","Cheilodactylidae","Dactylophora","nigricans",1
"2014-12_Geographe.Bay_stereoBRUVs","14","Gerreidae","Parequula","melbournensis",1
"2014-12_Geographe.Bay_stereoBRUVs","14","Labridae","Austrolabrus","maculatus",4
"2014-12_Geographe.Bay_stereoBRUVs","14","Labridae","Choerodon","rubescens",1
"2014-12_Geographe.Bay_stereoBRUVs","14","Labridae","Coris","auricularis",11
"2014-12_Geographe.Bay_stereoBRUVs","14","Labridae","Eupetrichthys","angustipes",1
"2014-12_Geographe.Bay_stereoBRUVs","14","Labridae","Halichoeres","brownfieldi",1
"2014-12_Geographe.Bay_stereoBRUVs","14","Labridae","Notolabrus","parilus",2
"2014-12_Geographe.Bay_stereoBRUVs","14","Labridae","Ophthalmolepis","lineolatus",4
"2014-12_Geographe.Bay_stereoBRUVs","14","Labridae","Pictilabrus","laticlavius",1
"2014-12_Geographe.Bay_stereoBRUVs","14","Monacanthidae","Scobinichthys","granulatus",1
"2014-12_Geographe.Bay_stereoBRUVs","14","Mullidae","Upeneichthys","vlamingii",1
"2014-12_Geographe.Bay_stereoBRUVs","14","Muraenidae","Gymnothorax","woodwardi",1
"2014-12_Geographe.Bay_stereoBRUVs","14","Myliobatidae","Myliobatis","tenuicaudatus",1
"2014-12_Geographe.Bay_stereoBRUVs","14","Parascylliidae","Parascyllium","variolatum",1
"2014-12_Geographe.Bay_stereoBRUVs","14","Pempherididae","Pempheris","klunzingeri",15
"2014-12_Geographe.Bay_stereoBRUVs","14","Pinguipedidae","Parapercis","haackei",2
"2014-12_Geographe.Bay_stereoBRUVs","14","Pomacentridae","Chromis","klunzingeri",2
"2014-12_Geographe.Bay_stereoBRUVs","14","Pomacentridae","Parma","victoriae",1
"2014-12_Geographe.Bay_stereoBRUVs","14","Scorpididae","Neatypus","obliquus",4
"2014-12_Geographe.Bay_stereoBRUVs","14","Sparidae","Chrysophrys","auratus",2
"2014-12_Geographe.Bay_stereoBRUVs","14","Trygonorrhinidae","Trygonorrhina","dumerilii",1
"2014-12_Geographe.Bay_stereoBRUVs","143","Carangidae","Pseudocaranx","spp",18
"2014-12_Geographe.Bay_stereoBRUVs","143","Chaetodontidae","Chelmonops","curiosus",3
"2014-12_Geographe.Bay_stereoBRUVs","143","Glaucosomatidae","Glaucosoma","hebraicum",3
"2014-12_Geographe.Bay_stereoBRUVs","143","Labridae","Austrolabrus","maculatus",2
"2014-12_Geographe.Bay_stereoBRUVs","143","Labridae","Bodianus","frenchii",1
"2014-12_Geographe.Bay_stereoBRUVs","143","Labridae","Choerodon","rubescens",1
"2014-12_Geographe.Bay_stereoBRUVs","143","Labridae","Coris","auricularis",4
"2014-12_Geographe.Bay_stereoBRUVs","143","Labridae","Notolabrus","parilus",2
"2014-12_Geographe.Bay_stereoBRUVs","143","Labridae","Ophthalmolepis","lineolatus",1
"2014-12_Geographe.Bay_stereoBRUVs","143","Labridae","Pseudolabrus","biserialis",4
"2014-12_Geographe.Bay_stereoBRUVs","143","Monacanthidae","Meuschenia","flavolineata",2
"2014-12_Geographe.Bay_stereoBRUVs","143","Mullidae","Upeneichthys","vlamingii",1
"2014-12_Geographe.Bay_stereoBRUVs","143","Muraenidae","Gymnothorax","prasinus",1
"2014-12_Geographe.Bay_stereoBRUVs","143","Myliobatidae","Myliobatis","tenuicaudatus",1
"2014-12_Geographe.Bay_stereoBRUVs","143","Neosebastidae","Neosebastes","pandus",1
"2014-12_Geographe.Bay_stereoBRUVs","143","Pempherididae","Pempheris","klunzingeri",42
"2014-12_Geographe.Bay_stereoBRUVs","143","Plesiopidae","Paraplesiops","meleagris",1
"2014-12_Geographe.Bay_stereoBRUVs","143","Plesiopidae","Trachinops","noarlungae",51
"2014-12_Geographe.Bay_stereoBRUVs","143","Pomacentridae","Chromis","klunzingeri",1
"2014-12_Geographe.Bay_stereoBRUVs","143","Pomacentridae","Parma","victoriae",1
"2014-12_Geographe.Bay_stereoBRUVs","143","Scorpididae","Neatypus","obliquus",30
"2014-12_Geographe.Bay_stereoBRUVs","143","Serranidae","Hypoplectrodes","nigroruber",1
"2014-12_Geographe.Bay_stereoBRUVs","143","Sparidae","Chrysophrys","auratus",1
"2014-12_Geographe.Bay_stereoBRUVs","143","Trygonorrhinidae","Trygonorrhina","dumerilii",1
"2014-12_Geographe.Bay_stereoBRUVs","15","Carangidae","Pseudocaranx","spp",11
"2014-12_Geographe.Bay_stereoBRUVs","15","Gerreidae","Parequula","melbournensis",11
"2014-12_Geographe.Bay_stereoBRUVs","15","Labridae","Coris","auricularis",5
"2014-12_Geographe.Bay_stereoBRUVs","15","Labridae","Eupetrichthys","angustipes",1
"2014-12_Geographe.Bay_stereoBRUVs","15","Labridae","Ophthalmolepis","lineolatus",2
"2014-12_Geographe.Bay_stereoBRUVs","15","Mullidae","Upeneichthys","vlamingii",1
"2014-12_Geographe.Bay_stereoBRUVs","15","Myliobatidae","Myliobatis","tenuicaudatus",2
"2014-12_Geographe.Bay_stereoBRUVs","15","Nemipteridae","Pentapodus","vitta",3
"2014-12_Geographe.Bay_stereoBRUVs","15","Neosebastidae","Neosebastes","pandus",1
"2014-12_Geographe.Bay_stereoBRUVs","15","Pinguipedidae","Parapercis","ramsayi",1
"2014-12_Geographe.Bay_stereoBRUVs","15","Trygonorrhinidae","Trygonorrhina","dumerilii",3
"2014-12_Geographe.Bay_stereoBRUVs","16","Carangidae","Pseudocaranx","spp",2
"2014-12_Geographe.Bay_stereoBRUVs","16","Gerreidae","Parequula","melbournensis",3
"2014-12_Geographe.Bay_stereoBRUVs","16","Labridae","Coris","spp",1
"2014-12_Geographe.Bay_stereoBRUVs","16","Labridae","Eupetrichthys","angustipes",2
"2014-12_Geographe.Bay_stereoBRUVs","16","Labridae","Notolabrus","parilus",1
"2014-12_Geographe.Bay_stereoBRUVs","16","Labridae","Ophthalmolepis","lineolatus",4
"2014-12_Geographe.Bay_stereoBRUVs","16","Monacanthidae","Scobinichthys","granulatus",2
"2014-12_Geographe.Bay_stereoBRUVs","16","Mullidae","Upeneichthys","vlamingii",1
"2014-12_Geographe.Bay_stereoBRUVs","16","Trygonorrhinidae","Trygonorrhina","dumerilii",2
"2014-12_Geographe.Bay_stereoBRUVs","160","Gerreidae","Parequula","melbournensis",2
"2014-12_Geographe.Bay_stereoBRUVs","160","Heterodontidae","Heterodontus","portusjacksoni",1
"2014-12_Geographe.Bay_stereoBRUVs","160","Monacanthidae","Scobinichthys","granulatus",1
"2014-12_Geographe.Bay_stereoBRUVs","160","Myliobatidae","Myliobatis","tenuicaudatus",1
"2014-12_Geographe.Bay_stereoBRUVs","160","Trygonorrhinidae","Trygonorrhina","dumerilii",1
"2014-12_Geographe.Bay_stereoBRUVs","160","Urolophidae","Trygonoptera","ovalis",1
"2014-12_Geographe.Bay_stereoBRUVs","167","Carangidae","Pseudocaranx","spp",26
"2014-12_Geographe.Bay_stereoBRUVs","167","Carangidae","Seriola","hippos",1
"2014-12_Geographe.Bay_stereoBRUVs","167","Gerreidae","Parequula","melbournensis",3
"2014-12_Geographe.Bay_stereoBRUVs","167","Labridae","Austrolabrus","maculatus",1
"2014-12_Geographe.Bay_stereoBRUVs","167","Labridae","Coris","auricularis",1
"2014-12_Geographe.Bay_stereoBRUVs","167","Labridae","Notolabrus","parilus",3
"2014-12_Geographe.Bay_stereoBRUVs","167","Labridae","Ophthalmolepis","lineolatus",4
"2014-12_Geographe.Bay_stereoBRUVs","167","Monacanthidae","Meuschenia","galii",1
"2014-12_Geographe.Bay_stereoBRUVs","167","Aracanidae","Anoplocapros","lenticularis",1
"2014-12_Geographe.Bay_stereoBRUVs","167","Scorpididae","Neatypus","obliquus",2
"2014-12_Geographe.Bay_stereoBRUVs","167","Sparidae","Chrysophrys","auratus",1
"2014-12_Geographe.Bay_stereoBRUVs","17","Labridae","Choerodon","rubescens",1
"2014-12_Geographe.Bay_stereoBRUVs","17","Labridae","Coris","auricularis",8
"2014-12_Geographe.Bay_stereoBRUVs","17","Labridae","Eupetrichthys","angustipes",1
"2014-12_Geographe.Bay_stereoBRUVs","17","Labridae","Halichoeres","brownfieldi",1
"2014-12_Geographe.Bay_stereoBRUVs","17","Labridae","Ophthalmolepis","lineolatus",1
"2014-12_Geographe.Bay_stereoBRUVs","17","Myliobatidae","Myliobatis","tenuicaudatus",1
"2014-12_Geographe.Bay_stereoBRUVs","17","Pinguipedidae","Parapercis","haackei",2
"2014-12_Geographe.Bay_stereoBRUVs","17","Platycephalidae","Platycephalus","spp",2
"2014-12_Geographe.Bay_stereoBRUVs","17","Sparidae","Chrysophrys","auratus",2
"2014-12_Geographe.Bay_stereoBRUVs","170","Gerreidae","Parequula","melbournensis",3
"2014-12_Geographe.Bay_stereoBRUVs","170","Labridae","Dotalabrus","aurantiacus",1
"2014-12_Geographe.Bay_stereoBRUVs","170","Labridae","Eupetrichthys","angustipes",2
"2014-12_Geographe.Bay_stereoBRUVs","170","Labridae","Halichoeres","brownfieldi",2
"2014-12_Geographe.Bay_stereoBRUVs","170","Labridae","Notolabrus","parilus",2
"2014-12_Geographe.Bay_stereoBRUVs","170","Labridae","Ophthalmolepis","lineolatus",4
"2014-12_Geographe.Bay_stereoBRUVs","170","Monacanthidae","Acanthaluteres","vittiger",7
"2014-12_Geographe.Bay_stereoBRUVs","170","Monacanthidae","Eubalichthys","mosaicus",1
"2014-12_Geographe.Bay_stereoBRUVs","170","Monacanthidae","Scobinichthys","granulatus",2
"2014-12_Geographe.Bay_stereoBRUVs","170","Mullidae","Upeneichthys","vlamingii",1
"2014-12_Geographe.Bay_stereoBRUVs","170","Sphyraenidae","Sphyraena","novaehollandiae",1
"2014-12_Geographe.Bay_stereoBRUVs","170","Trygonorrhinidae","Trygonorrhina","dumerilii",1
"2014-12_Geographe.Bay_stereoBRUVs","18","Carangidae","Pseudocaranx","spp",36
"2014-12_Geographe.Bay_stereoBRUVs","18","Gerreidae","Parequula","melbournensis",1
"2014-12_Geographe.Bay_stereoBRUVs","18","Myliobatidae","Myliobatis","tenuicaudatus",1
"2014-12_Geographe.Bay_stereoBRUVs","18","Platycephalidae","Platycephalus","spp",4
"2014-12_Geographe.Bay_stereoBRUVs","18","Rhinobatidae","Aptychotrema","vincentiana",1
"2014-12_Geographe.Bay_stereoBRUVs","18","Sillaginidae","Sillago","spp",76
"2014-12_Geographe.Bay_stereoBRUVs","18","Trygonorrhinidae","Trygonorrhina","dumerilii",1
"2014-12_Geographe.Bay_stereoBRUVs","183","Carangidae","Pseudocaranx","spp",70
"2014-12_Geographe.Bay_stereoBRUVs","183","Gerreidae","Parequula","melbournensis",24
"2014-12_Geographe.Bay_stereoBRUVs","183","Heterodontidae","Heterodontus","portusjacksoni",1
"2014-12_Geographe.Bay_stereoBRUVs","183","Labridae","Coris","auricularis",9
"2014-12_Geographe.Bay_stereoBRUVs","183","Labridae","Eupetrichthys","angustipes",1
"2014-12_Geographe.Bay_stereoBRUVs","183","Labridae","Ophthalmolepis","lineolatus",1
"2014-12_Geographe.Bay_stereoBRUVs","183","Mullidae","Upeneichthys","vlamingii",1
"2014-12_Geographe.Bay_stereoBRUVs","183","Neosebastidae","Neosebastes","pandus",2
"2014-12_Geographe.Bay_stereoBRUVs","183","Pinguipedidae","Parapercis","haackei",2
"2014-12_Geographe.Bay_stereoBRUVs","19","Carangidae","Seriola","dumerili",1
"2014-12_Geographe.Bay_stereoBRUVs","19","Carangidae","Seriola","hippos",1
"2014-12_Geographe.Bay_stereoBRUVs","19","Gerreidae","Parequula","melbournensis",2
"2014-12_Geographe.Bay_stereoBRUVs","19","Aracanidae","Anoplocapros","amygdaloides",1
"2014-12_Geographe.Bay_stereoBRUVs","19","Sparidae","Chrysophrys","auratus",7
"2014-12_Geographe.Bay_stereoBRUVs","196","Carangidae","Pseudocaranx","spp",123
"2014-12_Geographe.Bay_stereoBRUVs","196","Gerreidae","Parequula","melbournensis",3
"2014-12_Geographe.Bay_stereoBRUVs","196","Labridae","Austrolabrus","maculatus",1
"2014-12_Geographe.Bay_stereoBRUVs","196","Labridae","Coris","auricularis",17
"2014-12_Geographe.Bay_stereoBRUVs","196","Labridae","Eupetrichthys","angustipes",1
"2014-12_Geographe.Bay_stereoBRUVs","196","Labridae","Notolabrus","parilus",2
"2014-12_Geographe.Bay_stereoBRUVs","196","Labridae","Ophthalmolepis","lineolatus",4
"2014-12_Geographe.Bay_stereoBRUVs","196","Monacanthidae","Scobinichthys","granulatus",1
"2014-12_Geographe.Bay_stereoBRUVs","196","Scorpididae","Neatypus","obliquus",1
"2014-12_Geographe.Bay_stereoBRUVs","20","Carangidae","Pseudocaranx","spp",7
"2014-12_Geographe.Bay_stereoBRUVs","20","Gerreidae","Parequula","melbournensis",2
"2014-12_Geographe.Bay_stereoBRUVs","20","Labridae","Coris","auricularis",7
"2014-12_Geographe.Bay_stereoBRUVs","20","Labridae","Ophthalmolepis","lineolatus",2
"2014-12_Geographe.Bay_stereoBRUVs","20","Myliobatidae","Myliobatis","tenuicaudatus",2
"2014-12_Geographe.Bay_stereoBRUVs","20","Parascylliidae","Parascyllium","variolatum",1
"2014-12_Geographe.Bay_stereoBRUVs","20","Scorpididae","Neatypus","obliquus",45
"2014-12_Geographe.Bay_stereoBRUVs","20","Sparidae","Chrysophrys","auratus",4
"2014-12_Geographe.Bay_stereoBRUVs","207","Carangidae","Pseudocaranx","spp",3
"2014-12_Geographe.Bay_stereoBRUVs","207","Gerreidae","Parequula","melbournensis",11
"2014-12_Geographe.Bay_stereoBRUVs","207","Myliobatidae","Myliobatis","tenuicaudatus",1
"2014-12_Geographe.Bay_stereoBRUVs","207","Aracanidae","Anoplocapros","amygdaloides",2
"2014-12_Geographe.Bay_stereoBRUVs","207","Ostraciidae","Aracana","aurita",1
"2014-12_Geographe.Bay_stereoBRUVs","207","Platycephalidae","Platycephalus","spp",3
"2014-12_Geographe.Bay_stereoBRUVs","207","Trygonorrhinidae","Trygonorrhina","dumerilii",3
"2014-12_Geographe.Bay_stereoBRUVs","224","Carangidae","Pseudocaranx","spp",4
"2014-12_Geographe.Bay_stereoBRUVs","224","Cheilodactylidae","Dactylophora","nigricans",1
"2014-12_Geographe.Bay_stereoBRUVs","224","Gerreidae","Parequula","melbournensis",1
"2014-12_Geographe.Bay_stereoBRUVs","224","Labridae","Austrolabrus","maculatus",3
"2014-12_Geographe.Bay_stereoBRUVs","224","Labridae","Notolabrus","parilus",2
"2014-12_Geographe.Bay_stereoBRUVs","224","Labridae","Ophthalmolepis","lineolatus",3
"2014-12_Geographe.Bay_stereoBRUVs","224","Labridae","Pseudolabrus","biserialis",1
"2014-12_Geographe.Bay_stereoBRUVs","224","Monacanthidae","Acanthaluteres","vittiger",1
"2014-12_Geographe.Bay_stereoBRUVs","224","Monacanthidae","Meuschenia","galii",1
"2014-12_Geographe.Bay_stereoBRUVs","224","Monacanthidae","Scobinichthys","granulatus",1
"2014-12_Geographe.Bay_stereoBRUVs","224","Muraenidae","Gymnothorax","woodwardi",1
"2014-12_Geographe.Bay_stereoBRUVs","224","Myliobatidae","Myliobatis","tenuicaudatus",1
"2014-12_Geographe.Bay_stereoBRUVs","224","Odacidae","Heteroscarus","acroptilus",1
"2014-12_Geographe.Bay_stereoBRUVs","224","Pomacentridae","Chromis","klunzingeri",1
"2014-12_Geographe.Bay_stereoBRUVs","224","Scorpididae","Neatypus","obliquus",8
"2014-12_Geographe.Bay_stereoBRUVs","23","Gerreidae","Parequula","melbournensis",1
"2014-12_Geographe.Bay_stereoBRUVs","23","Labridae","Austrolabrus","maculatus",1
"2014-12_Geographe.Bay_stereoBRUVs","23","Labridae","Coris","auricularis",5
"2014-12_Geographe.Bay_stereoBRUVs","23","Labridae","Eupetrichthys","angustipes",1
"2014-12_Geographe.Bay_stereoBRUVs","23","Labridae","Halichoeres","brownfieldi",1
"2014-12_Geographe.Bay_stereoBRUVs","23","Labridae","Notolabrus","parilus",1
"2014-12_Geographe.Bay_stereoBRUVs","23","Labridae","Ophthalmolepis","lineolatus",4
"2014-12_Geographe.Bay_stereoBRUVs","23","Monacanthidae","Acanthaluteres","vittiger",1
"2014-12_Geographe.Bay_stereoBRUVs","23","Monacanthidae","Scobinichthys","granulatus",1
"2014-12_Geographe.Bay_stereoBRUVs","23","Mullidae","Upeneichthys","vlamingii",1
